customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,Churn Probability,Risk Level,Recommended Action
4290-BSXUX,3,79.65,251.75,Month-to-month,Fiber optic,0.7777371116782658,High Risk,Immediate retention offer
7571-YXDAD,2,74.9,147.15,Month-to-month,Fiber optic,0.777286642653773,High Risk,Immediate retention offer
6175-IRFIT,5,78.75,426.35,Month-to-month,Fiber optic,0.776945116949746,High Risk,Immediate retention offer
0637-YLETY,16,95.6,1555.65,Month-to-month,Fiber optic,0.776815322895235,High Risk,Immediate retention offer
3627-FCRDW,9,71.0,672.55,Month-to-month,Fiber optic,0.7762830643862908,High Risk,Immediate retention offer
7924-GJZFI,25,69.3,1813.1,Month-to-month,Fiber optic,0.7756951874397346,High Risk,Immediate retention offer
2603-HVKCG,31,101.4,3143.65,Month-to-month,Fiber optic,0.7756504906142683,High Risk,Immediate retention offer
8637-XJIVR,12,78.95,927.35,Month-to-month,Fiber optic,0.7753729264605619,High Risk,Immediate retention offer
7240-FQLHE,18,99.75,1836.25,Month-to-month,Fiber optic,0.77508884146078,High Risk,Immediate retention offer
6994-KERXL,4,55.9,238.5,Month-to-month,DSL,0.7739490490741854,High Risk,Immediate retention offer
9167-APMXZ,22,84.15,1821.95,Month-to-month,Fiber optic,0.77363434344772,High Risk,Immediate retention offer
4881-JVQOD,10,34.55,362.6,Month-to-month,DSL,0.7734737861307648,High Risk,Immediate retention offer
0311-UNPFF,26,88.8,2274.35,Month-to-month,Fiber optic,0.7731625764539958,High Risk,Immediate retention offer
1918-ZBFQJ,13,79.25,1111.65,Month-to-month,Fiber optic,0.7728252135067409,High Risk,Immediate retention offer
6518-LGAOV,38,105.0,4026.4,Month-to-month,Fiber optic,0.7721935559144718,High Risk,Immediate retention offer
6652-YFFJO,11,64.9,716.1,Month-to-month,DSL,0.7715889442395547,High Risk,Immediate retention offer
2868-SNELZ,2,80.6,155.8,Month-to-month,Fiber optic,0.7712185982050294,High Risk,Immediate retention offer
0876-WDUUZ,5,85.4,425.9,Month-to-month,Fiber optic,0.7710928944228109,High Risk,Immediate retention offer
1092-GANHU,17,76.65,1313.55,Month-to-month,Fiber optic,0.7701778480827018,High Risk,Immediate retention offer
4257-GAESD,6,45.0,298.7,Month-to-month,DSL,0.769367774974828,High Risk,Immediate retention offer
7422-WNBTY,33,93.35,3092.0,Month-to-month,Fiber optic,0.7680795982606553,High Risk,Immediate retention offer
5960-MVTUK,3,29.75,96.85,Month-to-month,DSL,0.76628406737001,High Risk,Immediate retention offer
2018-PZKMU,9,103.1,970.45,Month-to-month,Fiber optic,0.7660804119385756,High Risk,Immediate retention offer
9625-QSTYE,13,81.15,952.3,Month-to-month,Fiber optic,0.7647748399568776,High Risk,Immediate retention offer
8938-UMKPI,47,106.4,5127.95,Month-to-month,Fiber optic,0.7645696792906497,High Risk,Immediate retention offer
8120-JDCAM,4,69.55,284.9,Month-to-month,Fiber optic,0.7635218167151591,High Risk,Immediate retention offer
1212-GLHMD,3,86.05,244.85,Month-to-month,Fiber optic,0.7634508349888822,High Risk,Immediate retention offer
9638-JIQYA,2,24.9,49.7,Month-to-month,DSL,0.7617017722325848,High Risk,Immediate retention offer
9540-JYROE,8,70.1,551.35,Month-to-month,Fiber optic,0.7610885051337188,High Risk,Immediate retention offer
0212-ISBBF,22,50.35,1098.85,Month-to-month,DSL,0.7598504585795027,High Risk,Immediate retention offer
9658-WYUFB,17,94.4,1617.5,Month-to-month,Fiber optic,0.7598043290804943,High Risk,Immediate retention offer
4729-XKASR,1,24.75,24.75,Month-to-month,DSL,0.7597521798597975,High Risk,Immediate retention offer
3315-TOTBP,15,76.0,1130.85,Month-to-month,Fiber optic,0.7595449951065056,High Risk,Immediate retention offer
5364-EVNIB,13,79.8,973.45,Month-to-month,Fiber optic,0.7591341538363442,High Risk,Immediate retention offer
4128-ETESU,47,99.7,4747.2,Month-to-month,Fiber optic,0.7589441064804353,High Risk,Immediate retention offer
5914-DVBWJ,18,85.45,1505.85,Month-to-month,Fiber optic,0.7580813433651779,High Risk,Immediate retention offer
0946-CLJTI,58,98.7,5812.6,Month-to-month,Fiber optic,0.757805046562365,High Risk,Immediate retention offer
2696-NARTR,11,73.85,926.25,Month-to-month,Fiber optic,0.7572173937209816,High Risk,Immediate retention offer
3966-HRMZA,3,75.05,202.9,Month-to-month,Fiber optic,0.7572032231176864,High Risk,Immediate retention offer
4587-NUKOX,3,79.1,246.5,Month-to-month,Fiber optic,0.7571910987999338,High Risk,Immediate retention offer
8356-WUAOJ,1,45.0,45.0,Month-to-month,DSL,0.7556201909800043,High Risk,Immediate retention offer
2501-XWWTZ,11,70.2,760.05,Month-to-month,Fiber optic,0.7556127785650613,High Risk,Immediate retention offer
1522-VVDMG,7,89.75,608.8,Month-to-month,Fiber optic,0.754801310384015,High Risk,Immediate retention offer
9824-BEMCV,17,69.0,1149.65,Month-to-month,Fiber optic,0.7546153990761306,High Risk,Immediate retention offer
9907-SWKKF,1,25.05,25.05,Month-to-month,DSL,0.7542593908163698,High Risk,Immediate retention offer
7410-YTJIK,7,75.45,480.75,Month-to-month,Fiber optic,0.7531609876713102,High Risk,Immediate retention offer
2933-FILNV,2,24.4,36.55,Month-to-month,DSL,0.7526244802972768,High Risk,Immediate retention offer
0511-JTEOY,1,71.1,71.1,Month-to-month,Fiber optic,0.752482886155383,High Risk,Immediate retention offer
0963-ZBDRN,32,96.2,3183.4,Month-to-month,Fiber optic,0.7504026875431888,High Risk,Immediate retention offer
8445-DNBAE,1,50.05,50.05,Month-to-month,DSL,0.7500956876249631,High Risk,Immediate retention offer
0772-GYEQQ,3,88.35,262.05,Month-to-month,Fiber optic,0.749487990803395,High Risk,Immediate retention offer
8800-ZKRFW,30,107.5,3242.5,Month-to-month,Fiber optic,0.7494095988394394,High Risk,Immediate retention offer
6128-CZOMY,1,45.65,45.65,Month-to-month,DSL,0.7490122735852627,High Risk,Immediate retention offer
4137-BTIKL,2,90.75,174.75,Month-to-month,Fiber optic,0.7484248815735224,High Risk,Immediate retention offer
5922-ABDVO,19,89.65,1761.05,Month-to-month,Fiber optic,0.7478749772197064,High Risk,Immediate retention offer
3866-MDTUB,2,70.75,146.9,Month-to-month,DSL,0.7472954397724288,High Risk,Immediate retention offer
2823-LKABH,18,95.05,1679.4,Month-to-month,Fiber optic,0.7468302925958086,High Risk,Immediate retention offer
0221-WMXNQ,4,75.35,273.4,Month-to-month,Fiber optic,0.7455168784336019,High Risk,Immediate retention offer
8981-FJGLA,11,78.0,851.8,Month-to-month,Fiber optic,0.744100328165942,High Risk,Immediate retention offer
8849-AYPTR,33,91.25,2964.05,Month-to-month,Fiber optic,0.7440169360044564,High Risk,Immediate retention offer
0581-MDMPW,24,88.95,2072.75,Month-to-month,Fiber optic,0.7421104533001303,High Risk,Immediate retention offer
6778-YSNIH,2,59.0,114.15,Month-to-month,DSL,0.7419952240271748,High Risk,Immediate retention offer
8705-WZCYL,1,44.8,44.8,Month-to-month,DSL,0.7417865875150973,High Risk,Immediate retention offer
7734-DBOAI,1,40.1,40.1,Month-to-month,DSL,0.7409876316866782,High Risk,Immediate retention offer
6017-PPLPX,20,70.45,1470.95,Month-to-month,Fiber optic,0.7407916473180364,High Risk,Immediate retention offer
8486-AYEQH,31,76.05,2227.8,Month-to-month,Fiber optic,0.7406073414958139,High Risk,Immediate retention offer
7562-GSUHK,16,93.2,1573.7,Month-to-month,Fiber optic,0.7401151275088576,High Risk,Immediate retention offer
2468-SJFLM,1,74.3,74.3,Month-to-month,Fiber optic,0.7390628876721737,High Risk,Immediate retention offer
6651-AZVTJ,49,99.8,4872.45,Month-to-month,Fiber optic,0.7389284259032637,High Risk,Immediate retention offer
4741-WWJQZ,2,80.15,194.55,Month-to-month,Fiber optic,0.7382418843062967,High Risk,Immediate retention offer
6704-UTUKK,29,45.9,1332.4,Month-to-month,DSL,0.7379619462533686,High Risk,Immediate retention offer
3167-SNQPL,38,101.15,3741.85,Month-to-month,Fiber optic,0.7370459498593235,High Risk,Immediate retention offer
5759-RCVCB,3,35.2,108.95,Month-to-month,DSL,0.736198026870171,High Risk,Immediate retention offer
8128-YVJRG,7,79.65,604.7,Month-to-month,Fiber optic,0.7360263537165708,High Risk,Immediate retention offer
8519-QJGJD,14,75.35,1025.95,Month-to-month,Fiber optic,0.7348251259707145,High Risk,Immediate retention offer
6284-AHOOQ,22,90.5,1910.6,Month-to-month,Fiber optic,0.733728219641115,High Risk,Immediate retention offer
8012-SOUDQ,43,90.25,3838.75,Month-to-month,Fiber optic,0.7316301325457648,High Risk,Immediate retention offer
4879-GZLFH,42,92.15,3875.4,Month-to-month,Fiber optic,0.7293054092349617,High Risk,Immediate retention offer
9465-RWMXL,32,78.9,2447.95,Month-to-month,Fiber optic,0.7285017690122554,High Risk,Immediate retention offer
2495-KZNFB,33,90.65,2989.6,Month-to-month,Fiber optic,0.7280095786465305,High Risk,Immediate retention offer
1902-XBTFB,22,89.4,2001.5,Month-to-month,Fiber optic,0.7262712924028814,High Risk,Immediate retention offer
7825-ECJRF,19,106.6,1934.45,Month-to-month,Fiber optic,0.7255430076169674,High Risk,Immediate retention offer
7296-PIXQY,14,70.2,1046.5,Month-to-month,Fiber optic,0.7254078883150271,High Risk,Immediate retention offer
9895-VFOXH,1,24.4,24.4,Month-to-month,DSL,0.7246607719951591,High Risk,Immediate retention offer
6339-DKLMK,13,31.65,389.95,Month-to-month,DSL,0.7245565253833354,High Risk,Immediate retention offer
5122-CYFXA,3,75.3,244.1,Month-to-month,DSL,0.72434733075128,High Risk,Immediate retention offer
8260-NGFNY,1,25.2,25.2,Month-to-month,DSL,0.724214705758616,High Risk,Immediate retention offer
4503-BDXBD,11,74.95,815.5,Month-to-month,Fiber optic,0.7236299629593518,High Risk,Immediate retention offer
4062-HBMOS,52,103.05,5364.8,Month-to-month,Fiber optic,0.7228747381415943,High Risk,Immediate retention offer
1100-DDVRV,17,49.8,836.35,Month-to-month,DSL,0.7211734670399493,High Risk,Immediate retention offer
3088-LHEFH,11,79.0,929.3,Month-to-month,Fiber optic,0.7204062160427338,High Risk,Immediate retention offer
8020-BWHYL,15,75.3,1147.45,Month-to-month,Fiber optic,0.7195716051856806,High Risk,Immediate retention offer
3932-CMDTD,4,105.65,443.9,One year,Fiber optic,0.7183795426243789,High Risk,Immediate retention offer
9508-ILZDG,34,96.35,3190.25,Month-to-month,Fiber optic,0.7183117152229826,High Risk,Immediate retention offer
6158-HDPXZ,1,25.35,25.35,Month-to-month,DSL,0.7159776411997618,High Risk,Immediate retention offer
3806-DXQOM,4,33.65,137.85,Month-to-month,DSL,0.7159493673502928,High Risk,Immediate retention offer
5600-KTXFM,2,69.95,143.9,Month-to-month,Fiber optic,0.7156991442770013,High Risk,Immediate retention offer
1035-IPQPU,63,103.5,6479.4,Month-to-month,Fiber optic,0.7147869256894328,High Risk,Immediate retention offer
3671-SHRSP,4,80.6,319.15,Month-to-month,Fiber optic,0.7142370289345752,High Risk,Immediate retention offer
1260-TTRXI,4,54.3,195.3,Month-to-month,DSL,0.7136504691655476,High Risk,Immediate retention offer
1624-WOIWJ,10,84.7,832.05,Month-to-month,Fiber optic,0.7124171064866482,High Risk,Immediate retention offer
2672-TGEFF,37,88.8,3340.55,Month-to-month,Fiber optic,0.7119903892206563,High Risk,Immediate retention offer
4361-JEIVL,1,44.4,44.4,Month-to-month,DSL,0.7114615273279745,High Risk,Immediate retention offer
5868-CZJDR,1,31.35,31.35,Month-to-month,DSL,0.7109730739940963,High Risk,Immediate retention offer
6078-VESFR,13,70.45,849.1,Month-to-month,Fiber optic,0.7105388312773434,High Risk,Immediate retention offer
1173-NOEYG,27,90.15,2423.4,Month-to-month,Fiber optic,0.7090032564829678,High Risk,Immediate retention offer
9168-INPSZ,44,104.15,4495.65,Month-to-month,Fiber optic,0.7081515124832886,High Risk,Immediate retention offer
3055-MJDSB,9,24.6,190.1,Month-to-month,DSL,0.7075020479693155,High Risk,Immediate retention offer
4625-EWPTF,8,30.45,226.45,Month-to-month,DSL,0.7074780926210897,High Risk,Immediate retention offer
9800-ONTFE,22,75.8,1615.1,Month-to-month,Fiber optic,0.7070514198767766,High Risk,Immediate retention offer
9420-LOJKX,15,99.1,1426.4,Month-to-month,Fiber optic,0.7058249241923854,High Risk,Immediate retention offer
6542-LWGXJ,3,25.0,78.25,Month-to-month,DSL,0.705449613621633,High Risk,Immediate retention offer
3714-NTNFO,49,84.5,3906.7,Month-to-month,Fiber optic,0.7022746186814997,High Risk,Immediate retention offer
8785-CJSHH,60,99.8,5985.75,Month-to-month,Fiber optic,0.7010422740261462,High Risk,Immediate retention offer
9281-OFDMF,39,90.7,3413.25,Month-to-month,Fiber optic,0.7005680943607077,High Risk,Immediate retention offer
3005-NFMTA,55,98.8,5617.75,Month-to-month,Fiber optic,0.6982253262886541,Medium Risk,Monitor and Contact for further deals
8364-TRMMK,3,50.65,151.3,Month-to-month,DSL,0.6982051690010167,Medium Risk,Monitor and Contact for further deals
8064-RAVOH,1,49.85,49.85,Month-to-month,DSL,0.6975319909249854,Medium Risk,Monitor and Contact for further deals
0096-BXERS,6,50.35,314.55,Month-to-month,DSL,0.696878634393337,Medium Risk,Monitor and Contact for further deals
6583-QGCSI,50,88.05,4367.35,Month-to-month,Fiber optic,0.6958656244146689,Medium Risk,Monitor and Contact for further deals
1304-BCCFO,9,70.05,564.4,Month-to-month,DSL,0.695427418011937,Medium Risk,Monitor and Contact for further deals
7404-JLKQG,3,57.55,161.45,Month-to-month,DSL,0.6953196810387906,Medium Risk,Monitor and Contact for further deals
5129-JLPIS,25,105.5,2686.05,Month-to-month,Fiber optic,0.6951445517483328,Medium Risk,Monitor and Contact for further deals
5016-IBERQ,23,84.25,1968.1,Month-to-month,Fiber optic,0.6942782159068516,Medium Risk,Monitor and Contact for further deals
7126-RBHSD,17,78.9,1348.95,Month-to-month,Fiber optic,0.6937970309010741,Medium Risk,Monitor and Contact for further deals
2277-DJJDL,60,99.0,6017.9,Month-to-month,Fiber optic,0.6921549700451842,Medium Risk,Monitor and Contact for further deals
9522-BNTHX,34,56.25,1765.95,Month-to-month,DSL,0.6918911840281173,Medium Risk,Monitor and Contact for further deals
1346-UFHAX,13,80.0,1029.35,Month-to-month,Fiber optic,0.6900527899608719,Medium Risk,Monitor and Contact for further deals
9793-WECQC,23,95.3,2192.9,Month-to-month,Fiber optic,0.6857818015290063,Medium Risk,Monitor and Contact for further deals
2921-XWDJH,38,83.45,3147.15,Month-to-month,Fiber optic,0.684541415158576,Medium Risk,Monitor and Contact for further deals
5916-QEWPT,2,69.0,147.8,Month-to-month,DSL,0.6832417582788929,Medium Risk,Monitor and Contact for further deals
0804-XBFBV,11,25.2,321.05,Month-to-month,DSL,0.6832334925592085,Medium Risk,Monitor and Contact for further deals
4446-BZKHU,61,105.55,6281.45,Month-to-month,Fiber optic,0.6827504452204777,Medium Risk,Monitor and Contact for further deals
7181-OQCUT,21,103.85,2215.0,Month-to-month,Fiber optic,0.6825332039647037,Medium Risk,Monitor and Contact for further deals
4607-CHPCA,25,90.4,2178.6,One year,Fiber optic,0.6819439291912492,Medium Risk,Monitor and Contact for further deals
0410-IPFTY,31,83.85,2674.15,Month-to-month,Fiber optic,0.6811951001385314,Medium Risk,Monitor and Contact for further deals
7077-XJMET,12,74.15,741.4,Month-to-month,DSL,0.6801157022369156,Medium Risk,Monitor and Contact for further deals
1343-EHPYB,63,103.4,6603.0,Month-to-month,Fiber optic,0.6799794731322317,Medium Risk,Monitor and Contact for further deals
3969-GYXEL,11,76.4,838.7,Month-to-month,Fiber optic,0.6791928988077457,Medium Risk,Monitor and Contact for further deals
1855-AGAWH,31,93.8,2939.8,One year,Fiber optic,0.6783553745004327,Medium Risk,Monitor and Contact for further deals
5498-TXHLF,34,87.45,2874.15,Month-to-month,Fiber optic,0.6779142903170342,Medium Risk,Monitor and Contact for further deals
1866-OBPNR,1,74.6,74.6,Month-to-month,Fiber optic,0.6778070097115997,Medium Risk,Monitor and Contact for further deals
4468-KAZHE,20,60.0,1259.35,Month-to-month,DSL,0.6777022001364741,Medium Risk,Monitor and Contact for further deals
4537-DKTAL,2,45.55,84.4,Month-to-month,DSL,0.6774386687580941,Medium Risk,Monitor and Contact for further deals
4465-VDKIQ,18,77.8,1358.6,Month-to-month,Fiber optic,0.6749501001422409,Medium Risk,Monitor and Contact for further deals
9576-SYUHJ,37,91.15,3369.25,Month-to-month,Fiber optic,0.6749311456474821,Medium Risk,Monitor and Contact for further deals
7065-YUNRY,1,45.3,45.3,Month-to-month,DSL,0.6715888391733111,Medium Risk,Monitor and Contact for further deals
2275-RBYQS,1,45.4,45.4,Month-to-month,DSL,0.671527232065426,Medium Risk,Monitor and Contact for further deals
9286-DOJGF,38,74.95,2869.85,Month-to-month,Fiber optic,0.6708412846533278,Medium Risk,Monitor and Contact for further deals
3323-CPBWR,23,96.9,2085.45,Month-to-month,Fiber optic,0.6708175906172825,Medium Risk,Monitor and Contact for further deals
9469-WEJBT,37,90.35,3419.3,Month-to-month,Fiber optic,0.670337147128632,Medium Risk,Monitor and Contact for further deals
4116-TZAQJ,9,74.25,639.65,Month-to-month,Fiber optic,0.6697124612516183,Medium Risk,Monitor and Contact for further deals
9889-TMAHG,8,100.3,832.35,Month-to-month,Fiber optic,0.6696707579649122,Medium Risk,Monitor and Contact for further deals
3415-TAILE,2,65.7,134.35,Month-to-month,DSL,0.6693786710401504,Medium Risk,Monitor and Contact for further deals
4811-JBUVU,30,89.9,2723.15,Month-to-month,Fiber optic,0.6691697569320593,Medium Risk,Monitor and Contact for further deals
7159-FVYPK,3,69.15,235.0,Month-to-month,DSL,0.669102898495028,Medium Risk,Monitor and Contact for further deals
2178-PMGCJ,22,69.7,1490.4,Month-to-month,Fiber optic,0.668066151251853,Medium Risk,Monitor and Contact for further deals
8158-WPEZG,11,35.65,425.1,Month-to-month,DSL,0.6657881696707935,Medium Risk,Monitor and Contact for further deals
4550-VBOFE,70,102.95,7101.5,Month-to-month,Fiber optic,0.6654319879432115,Medium Risk,Monitor and Contact for further deals
8180-AKMJV,1,44.55,44.55,Month-to-month,DSL,0.6649220813620913,Medium Risk,Monitor and Contact for further deals
7682-AZNDK,34,89.85,3091.75,Month-to-month,Fiber optic,0.6646715170801675,Medium Risk,Monitor and Contact for further deals
7000-WCEVQ,20,61.6,1174.35,Month-to-month,DSL,0.6643281301698805,Medium Risk,Monitor and Contact for further deals
2070-FNEXE,7,76.45,503.6,Month-to-month,Fiber optic,0.6633356023997458,Medium Risk,Monitor and Contact for further deals
7758-XKCBS,15,29.7,438.25,Month-to-month,DSL,0.663294267393042,Medium Risk,Monitor and Contact for further deals
8710-YGLWG,1,44.9,44.9,Month-to-month,DSL,0.6628558301089564,Medium Risk,Monitor and Contact for further deals
5696-QURRL,1,45.05,45.05,Month-to-month,DSL,0.6627621938073036,Medium Risk,Monitor and Contact for further deals
3566-HJGPK,1,45.55,45.55,Month-to-month,DSL,0.6624499805956741,Medium Risk,Monitor and Contact for further deals
5349-AZPEW,5,25.05,125.5,Month-to-month,DSL,0.6620536461448906,Medium Risk,Monitor and Contact for further deals
3130-ICDUP,2,80.55,188.1,Month-to-month,Fiber optic,0.6613211722180798,Medium Risk,Monitor and Contact for further deals
5392-AKEMH,12,45.05,523.1,Month-to-month,DSL,0.6612448277193799,Medium Risk,Monitor and Contact for further deals
5886-VLQVU,35,89.85,3161.2,Month-to-month,Fiber optic,0.661077168662839,Medium Risk,Monitor and Contact for further deals
9332-GYWLO,6,54.85,355.1,Month-to-month,DSL,0.6602090235200117,Medium Risk,Monitor and Contact for further deals
0310-MVLET,61,99.15,6010.05,Month-to-month,Fiber optic,0.6585520518652882,Medium Risk,Monitor and Contact for further deals
3500-RMZLT,15,96.3,1426.75,Month-to-month,Fiber optic,0.6571387158200096,Medium Risk,Monitor and Contact for further deals
2277-VWCNI,4,48.75,179.85,Month-to-month,DSL,0.6560994910922421,Medium Risk,Monitor and Contact for further deals
1355-KUSBG,7,48.8,349.8,Month-to-month,DSL,0.6553212523837829,Medium Risk,Monitor and Contact for further deals
0829-XXPLX,20,89.4,1871.15,Month-to-month,Fiber optic,0.6548228171558695,Medium Risk,Monitor and Contact for further deals
4671-LXRDQ,2,45.0,96.45,Month-to-month,DSL,0.6545286202489267,Medium Risk,Monitor and Contact for further deals
2014-MKGMH,46,101.1,4674.4,One year,Fiber optic,0.6526211652497941,Medium Risk,Monitor and Contact for further deals
9714-EDSUC,4,94.9,360.55,Month-to-month,Fiber optic,0.6514193278079723,Medium Risk,Monitor and Contact for further deals
1095-JUDTC,47,95.05,4504.55,Month-to-month,Fiber optic,0.650721674038555,Medium Risk,Monitor and Contact for further deals
6710-HSJRD,61,114.1,7132.15,Month-to-month,Fiber optic,0.6498266908656429,Medium Risk,Monitor and Contact for further deals
5047-LHVLY,1,50.15,50.15,Month-to-month,DSL,0.6482513175942585,Medium Risk,Monitor and Contact for further deals
8229-TNIQA,4,45.3,196.95,Month-to-month,DSL,0.6466678453287881,Medium Risk,Monitor and Contact for further deals
7841-TZDMQ,2,46.0,84.5,Month-to-month,DSL,0.6458468471074602,Medium Risk,Monitor and Contact for further deals
7377-DMMRI,2,47.8,92.45,Month-to-month,DSL,0.6430525322561463,Medium Risk,Monitor and Contact for further deals
9732-EQMWY,49,99.4,5025.0,Month-to-month,Fiber optic,0.6420178158839158,Medium Risk,Monitor and Contact for further deals
8450-UYIBU,35,39.85,1434.6,Month-to-month,DSL,0.6417447234188444,Medium Risk,Monitor and Contact for further deals
1816-FLZDK,1,29.15,29.15,Month-to-month,DSL,0.6412646396399266,Medium Risk,Monitor and Contact for further deals
0118-JPNOY,26,85.8,2193.65,Month-to-month,Fiber optic,0.6393487072736059,Medium Risk,Monitor and Contact for further deals
5673-TIYIB,2,40.4,77.15,Month-to-month,DSL,0.6390719875912165,Medium Risk,Monitor and Contact for further deals
4193-ORFCL,1,45.1,45.1,Month-to-month,DSL,0.6364053157954171,Medium Risk,Monitor and Contact for further deals
1728-CXQBE,64,94.25,6081.4,Month-to-month,Fiber optic,0.6356470656801511,Medium Risk,Monitor and Contact for further deals
5302-BDJNT,35,95.5,3418.2,Month-to-month,Fiber optic,0.6345519152539233,Medium Risk,Monitor and Contact for further deals
5502-RLUYV,69,103.95,7446.9,Month-to-month,Fiber optic,0.6342994568295366,Medium Risk,Monitor and Contact for further deals
5649-VUKMC,12,95.5,1115.15,One year,Fiber optic,0.6331135808848442,Medium Risk,Monitor and Contact for further deals
6133-OZILE,18,35.2,607.3,Month-to-month,DSL,0.6326019025370235,Medium Risk,Monitor and Contact for further deals
6227-HWPWX,15,69.0,994.8,Month-to-month,Fiber optic,0.6310743805570045,Medium Risk,Monitor and Contact for further deals
8623-ULFNQ,26,66.05,1652.4,Month-to-month,DSL,0.6309647177081728,Medium Risk,Monitor and Contact for further deals
9667-TKTVZ,2,54.35,117.05,Month-to-month,DSL,0.6307454350868026,Medium Risk,Monitor and Contact for further deals
5046-NUHWD,29,45.0,1228.65,Month-to-month,DSL,0.6307049349457534,Medium Risk,Monitor and Contact for further deals
5813-UECBU,33,83.85,2716.3,Month-to-month,Fiber optic,0.630479939253163,Medium Risk,Monitor and Contact for further deals
8124-NZVGJ,6,49.25,255.6,One year,DSL,0.6285194611275209,Medium Risk,Monitor and Contact for further deals
3162-KKZXO,55,100.15,5409.75,One year,Fiber optic,0.6284829313386346,Medium Risk,Monitor and Contact for further deals
8887-IPQNC,7,44.25,313.45,Month-to-month,DSL,0.6275202544669718,Medium Risk,Monitor and Contact for further deals
9530-EHPOH,11,53.75,608.0,Month-to-month,DSL,0.6275005199826762,Medium Risk,Monitor and Contact for further deals
4640-UHDOS,13,55.95,734.35,Month-to-month,DSL,0.6262939020551047,Medium Risk,Monitor and Contact for further deals
6789-HJBWG,12,49.4,611.65,Month-to-month,DSL,0.6252835743170294,Medium Risk,Monitor and Contact for further deals
7576-JMYWV,46,110.2,4972.1,Month-to-month,Fiber optic,0.6251115586729897,Medium Risk,Monitor and Contact for further deals
6745-JEFZB,35,91.5,3236.35,Month-to-month,Fiber optic,0.6235890145587742,Medium Risk,Monitor and Contact for further deals
7929-DMBCV,20,81.0,1683.7,Month-to-month,Fiber optic,0.6227745006186187,Medium Risk,Monitor and Contact for further deals
3208-YPIOE,39,75.25,3017.65,Month-to-month,Fiber optic,0.622247069168792,Medium Risk,Monitor and Contact for further deals
2452-KDRRH,67,101.4,6841.05,Month-to-month,Fiber optic,0.6217683017932285,Medium Risk,Monitor and Contact for further deals
6022-KOUQO,2,29.05,44.75,Month-to-month,DSL,0.6206668344803604,Medium Risk,Monitor and Contact for further deals
0106-GHRQR,16,71.4,1212.1,Month-to-month,DSL,0.6186191893394685,Medium Risk,Monitor and Contact for further deals
3658-KIBGF,1,54.9,54.9,Month-to-month,DSL,0.6182587565384818,Medium Risk,Monitor and Contact for further deals
8535-SFUTN,61,106.45,6300.15,Month-to-month,Fiber optic,0.6178480738076483,Medium Risk,Monitor and Contact for further deals
6410-LEFEN,9,45.15,416.45,Month-to-month,DSL,0.6174973884381217,Medium Risk,Monitor and Contact for further deals
2207-QPJED,37,90.0,3371.75,Month-to-month,Fiber optic,0.6166192877543842,Medium Risk,Monitor and Contact for further deals
2792-LSHWX,1,83.4,83.4,Month-to-month,Fiber optic,0.6155696812638187,Medium Risk,Monitor and Contact for further deals
2826-DXLQO,7,29.8,220.45,Month-to-month,DSL,0.6150061805303345,Medium Risk,Monitor and Contact for further deals
4226-KKDON,8,66.65,520.95,Month-to-month,DSL,0.6137920819214746,Medium Risk,Monitor and Contact for further deals
4067-HLYQI,33,70.4,2406.1,Month-to-month,Fiber optic,0.61225371104691,Medium Risk,Monitor and Contact for further deals
9174-FKWZE,1,19.45,19.45,Month-to-month,No,0.6121158356763388,Medium Risk,Monitor and Contact for further deals
3349-ANQNH,59,99.5,5890.0,One year,Fiber optic,0.6103307636361667,Medium Risk,Monitor and Contact for further deals
3192-LNKRK,34,84.05,2909.95,Month-to-month,Fiber optic,0.6090519621192827,Medium Risk,Monitor and Contact for further deals
3466-RITXD,26,92.4,2349.8,Month-to-month,Fiber optic,0.60874362227655,Medium Risk,Monitor and Contact for further deals
8016-NCFVO,55,116.5,6382.55,Month-to-month,Fiber optic,0.6045191357979333,Medium Risk,Monitor and Contact for further deals
1174-FGIFN,28,90.45,2509.25,One year,Fiber optic,0.6020587887990846,Medium Risk,Monitor and Contact for further deals
6923-EFPNL,4,51.75,201.1,Month-to-month,DSL,0.602025672133336,Medium Risk,Monitor and Contact for further deals
4657-FWVFY,40,96.35,3915.4,Month-to-month,Fiber optic,0.601876093907777,Medium Risk,Monitor and Contact for further deals
9626-VFRGG,41,88.5,3645.05,Month-to-month,Fiber optic,0.600484692523739,Medium Risk,Monitor and Contact for further deals
9281-PKKZE,46,43.95,2007.85,Month-to-month,DSL,0.600471235837187,Medium Risk,Monitor and Contact for further deals
7252-NTGSS,1,45.15,45.15,Month-to-month,DSL,0.5996676949299532,Medium Risk,Monitor and Contact for further deals
6582-OIVSP,1,45.3,45.3,Month-to-month,DSL,0.5995671108355611,Medium Risk,Monitor and Contact for further deals
4143-HHPMK,52,85.35,4338.6,Month-to-month,Fiber optic,0.59765611744417,Medium Risk,Monitor and Contact for further deals
3207-OYBWH,57,95.25,5427.05,Month-to-month,Fiber optic,0.5976248069182146,Medium Risk,Monitor and Contact for further deals
9079-YEXQJ,54,111.1,6014.85,Month-to-month,Fiber optic,0.5967773081130594,Medium Risk,Monitor and Contact for further deals
0257-ZESQC,27,75.2,1929.35,Month-to-month,Fiber optic,0.5964055906179877,Medium Risk,Monitor and Contact for further deals
